Job title,Company name,Location,posted,Experience,Career Level,Education Level,Salary,Job Categories,Skills and Tools,Job link,Company Link
Network & Data Engineer -Second Line Support,Confidential Company,"Obour City, Cairo, Egypt ",Posted 1 month ago,7 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Manufacturing/Production | Engineering - Telecom/Technology,· CCNA Security | Veeam | SCDPM | Engineering | Technical Support | Information Technology (IT) | Troubleshooting | Computer Science | CCNA | DNS | CCNP,https://wuzzuf.net/jobs/p/o9ntjhmKwbz5-Network-Data-Engineer--Second-Line-Support-Cairo-Egypt?o=11&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Data Analyst,Hands of Hope Physical Therapy & Wellness,"Maadi, Cairo, Egypt ",Posted 1 month ago,3 to 18 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research,Analysis | Analyst | Data | Data Analysis | Data Analyst | Information Technology (IT) | Tableau | SPSS | SQL | SAS | Google Analytics | Epidemiology | Epidemiologist | Computer Science | Statistics,https://wuzzuf.net/jobs/p/9AAaTU2msaG5-Data-Analyst-Hands-of-Hope-Physical-Therapy-Wellness-Cairo-Egypt?o=12&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Hands of Hope Physical Therapy & Wellness-Egypt-76168
BI/Data Analytics Engineer,Kandil Industries,"10th of Ramadan City, Cairo, Egypt ",Posted 10 hours ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Analyst/Research,BI | analytical | BI development | Power BI | SQL | Information Technology (IT) | Data | Engineering | business | English,https://wuzzuf.net/jobs/p/lA4Kuw9LCwE4-BIData-Analytics-Engineer-Kandil-Industries-Cairo-Egypt?o=13&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Kandil-Industries-Egypt-6195
Data Analyst,Gila Electric,"New Cairo, Cairo, Egypt ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,12000 to 13000 EGP Per Month,Accounting/Finance | IT/Software Development | Analyst/Research,Analysis | business | Computer Science | Commerce | analytical | Communication skills | Analyst | Data Analysis | Information Technology (IT) | Data Analyst,https://wuzzuf.net/jobs/p/adeG14H7rqQA-Data-Analyst-Gila-Electric-Cairo-Egypt?o=14&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Gila-Electric-Egypt-23151
Data Scientist,Confidential Company,"Riyadh, Saudi Arabia ",Posted 1 month ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Computer Science | Data Science | Hadoop | Information Technology (IT) | Machine Learning | Naive Bayes | Programming | Statistics,https://wuzzuf.net/jobs/p/OjuPwsoJjnOC-Data-Scientist-Riyadh-Saudi-Arabia?o=15&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Data Annotator,Edentech,"Cairo, Egypt ",Posted 9 hours ago,1 to 5 years,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,R&D/Science,Annotation | Analysis | Artificial Intelligence,https://wuzzuf.net/jobs/p/2Ny2xTzvzumJ-Data-Annotator-Edentech-Cairo-Egypt?o=16&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Edentech-Egypt-78060
R&D Software Engineer (RSDE-L2),TensorGraph,"Maadi, Cairo, Egypt ",Posted 3 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,R&D/Science | IT/Software Development | Analyst/Research,Computer Science | Machine Learning | Computer Vision | C++ | C# | AWS | Algorithms | Data Structures | Information Technology (IT) | Software Development | Python,https://wuzzuf.net/jobs/p/0qQa4U8C6Ooi-RD-Software-Engineer-RSDE-L2-TensorGraph-Cairo-Egypt?o=17&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/TensorGraph-Egypt-32724
Data Center Engineer,Perfect Presentation,"6th of October, Giza, Egypt ",Posted 1 month ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Engineering | Computer Engineering | Information Technology (IT),https://wuzzuf.net/jobs/p/GCjdeXgdcmQf-Data-Center-Engineer-Perfect-Presentation-Giza-Egypt?o=18&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/PERFECT-PRESENTAION-Egypt-10124
Social Media Listening Analyst (SMMA),Confidential Company,"Dokki, Giza, Egypt ",Posted 4 days ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Marketing/PR/Advertising | Analyst/Research | Media/Journalism/Publishing,Analysis | Analytics | Digital Marketing | Marketing | Social Media | media | Data visualization | Communication skills | Computer Science | Communication | online | Python,https://wuzzuf.net/jobs/p/odauymG4nUA9-Social-Media-Listening-Analyst-SMMA-Giza-Egypt?o=19&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Senior Data Scientist,Fixed Solutions,"Sheraton, Cairo, Egypt ",Posted 1 month ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Analysis | APIs | Computer Science | Engineering | Information Technology (IT) | Java | Programming | Software | Software Development | Software Engineering | SQL | Python | Data Science,https://wuzzuf.net/jobs/p/PVAeMhWwvA6Q-Senior-Data-Scientist-Fixed-Solutions-Cairo-Egypt?o=20&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Fixed-Solutions-Egypt-18523
Data Engineer,Cilantro,"Maadi, Cairo, Egypt ",Posted 1 month ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Data Science | Data Analysis | Data Analytics | Data Engineering | Data | Database | Information Technology (IT) | Computer Science | OOP | Computer Engineering | Algorithms | Analysis,https://wuzzuf.net/jobs/p/Vd4JAvFk3kzv-Data-Engineer-Cilantro-Cairo-Egypt?o=21&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cilantro-Egypt-69955
BI Developer,Centro CDX,"Maadi, Cairo, Egypt ",Posted 3 days ago,1 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Analysis | Computer Science | BI | Data Warehouse | Development | Information Technology (IT) | OLAP | Power BI | SQL | SSAS | SSRS | SSIS,https://wuzzuf.net/jobs/p/ebeiJ3pHjp6I-BI-Developer-Centro-CDX-Cairo-Egypt?o=22&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Centro-Global-Solutions-Egypt-2799
Oracle Apps Developer,Harvest Foods,"6th of October, Giza, Egypt ",Posted 2 days ago,1 to 4 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Oracle | Software Development | Software Engineering | Oracle Development | EBS | PLSQL | SQL | Oracle Enterprise Applications Suite | XML | BI | Oracle Forms | Oracle Reports | Information Technology (IT) | Computer Science | Computer Engineering | OAF | BI Publisher | ADI | Data Loader,https://wuzzuf.net/jobs/p/rM0cUHr6UXeK-Oracle-Apps-Developer-Harvest-Foods-Giza-Egypt?o=23&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Harvest-Foods-Egypt-20217
Senior iOS Developer,Confidential Company,"Downtown, Cairo, Egypt ",Posted 5 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | iOS | Software Development | Software Engineering | RESTful | Git | Objective-C | English | Computer Science | APIs | Mercurial | SVN | Cloud | Shark | UI/UX | RESTful APIs | Core Data | Core Animation | Swift | Cocoa Touch,https://wuzzuf.net/jobs/p/1TajzCktvF7s-Senior-iOS-Developer-Cairo-Egypt?o=24&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
MS SQL Database Administrator,Confidential Company,"Nasr City, Cairo, Egypt ",Posted 5 days ago,5 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Data Backup | Database Administrator | DBA | Database | Information Technology (IT) | SQL | Oracle | Programming | Backup | Integrity | Security | Computer Science,https://wuzzuf.net/jobs/p/gKf9JDlzI5Vl-MS-SQL-Database-Administrator-Cairo-Egypt?o=25&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Senior Software Business Analyst / ERP,Confidential Company,"Maadi, Cairo, Egypt ",Posted 3 days ago,5 to 10 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,Agile | Analysis | business | Computer Science | Data Analysis | ERP | Information Technology (IT) | Management | Planning | Project Management | Software Development | UX | Microsoft Word | KPI | Reporting Analysis | Reporting | Business Development | Business Administration | International Business Development | UML | UML Modeling,https://wuzzuf.net/jobs/p/NdvUOJ7ocQIN-Senior-Software-Business-Analyst-ERP-Cairo-Egypt?o=26&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
System Administrator,Arabiat,"Mohandessin, Giza, Egypt ",Posted 11 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Data | Engineering | Information Technology (IT) | System Administration | System Admin | system | computer | Computer Science | Information technology | Software | Technology | Admin,https://wuzzuf.net/jobs/p/T0sUXR3nBgcM-System-Administrator-Arabiat-Giza-Egypt?o=27&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Arabiat-Egypt-16336
iOS Developer,Sky Holding,"Katameya, Cairo, Egypt ",Posted 10 days ago,3 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Core Data | Information Technology (IT) | Objective-C | Software Development | Swift | JavaScript | iOS | Git | APIs | RESTful | English | UI | MVC | MVVM | VIPER,https://wuzzuf.net/jobs/p/lywRmXFpznPB-iOS-Developer-Sky-Holding-Cairo-Egypt?o=28&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Sky-Holding-Egypt-62614
Data Labeler,Micro Engineering,"Heliopolis, Cairo, Egypt ",Posted 21 days ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,R&D/Science | IT/Software Development,data labeling | English | Data Entry | Administration,https://wuzzuf.net/jobs/p/uMrqG5Nup6vp-Data-Labeler-Micro-Engineering-Cairo-Egypt?o=29&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/MEEG-Egypt-16608
Senior Systems Engineer,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt ",Posted 14 days ago,5 to 7 years,Experienced (Non-Manager),Bachelor's Degree,15000 to 20000 EGP Per Month,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Data center | Information Technology (IT) | Software Development | Virtualization | Computer Engineering,https://wuzzuf.net/jobs/p/rTqofwi2Z8yP-Senior-Systems-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=30&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272
Senior Computer Vision Engineer,wobot.ai,"New Delhi, India ",Posted 16 days ago,3 to 6 years,"Senior Management (CEO, GM, Director, Head)",Not Specified,Confidential,IT/Software Development | Engineering - Telecom/Technology,TensorFlow | Python | PyTorch | CNN | yolo | Computer Vision | Deep Learning | Video Intelligence | Artificial Intelligence (AI) | Machine Learning | Data Science,https://wuzzuf.net/jobs/p/ZRkuYvC25umo-Senior-Computer-Vision-Engineer-wobot-ai-New-Delhi-India?o=31&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/wobot.ai-India-83109
Data Profiler - 3 Months Internship,Webhelp,"New Cairo, Cairo, Egypt ",Posted 2 months ago,0 to 1 year,Entry Level (Junior Level / Fresh Grad),High School (or equivalent),paid,Administration | Business Development | IT/Software Development,Computer Science | Data Entry | Customer Support | Microsoft Office | Customer Service | Customer Care,https://wuzzuf.net/internship/WI6D8retv6ak-Data-Profiler---3-Months-Internship-Webhelp-Cairo-Egypt?o=32&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Webhelp-Egypt-57662
Senior Business Intelligence Analyst,Future Group,"Dokki, Giza, Egypt ",Posted 18 days ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,BI | Analysis | analytical | Computer Science | Business Analysis | Information Technology (IT) | Analyst | Data | Information Systems,https://wuzzuf.net/jobs/p/kTeqVGENBIjl-Senior-Business-Intelligence-Analyst-Future-Group-Giza-Egypt?o=33&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Future-Group-Egypt-640
Senior C++ Developer,TensorGraph,"Maadi, Cairo, Egypt ",Posted 15 days ago,More than 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,C++ | Computer Engineering | Software Engineering | Software Development | Information Technology (IT) | Programming | Software | Computer Science | Engineering | Algorithms | Data Structures,https://wuzzuf.net/jobs/p/MXQeLjC13vV1-Senior-C-Developer-TensorGraph-Cairo-Egypt?o=34&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/TensorGraph-Egypt-32724
Cyber Security Lead,Anchor Consultancy,"Zamalek, Cairo, Egypt ",Posted 16 days ago,5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Engineering - Telecom/Technology,Computer Science | IT Security | Cyber Security | Information Security | Information Technology (IT) | Security | Networks | Testing | CISSP | Data,https://wuzzuf.net/jobs/p/4j5H8UR0aT3P-Cyber-Security-Lead-Anchor-Consultancy-Cairo-Egypt?o=35&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Anchor-Consultancy-Egypt-74882
Data Analyst - Quality Assurance Department,IdealRatings,"Heliopolis, Cairo, Egypt ",Posted 2 months ago,0 to 2 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Accounting/Finance | Quality | Analyst/Research,Finance | Quality Assurance | Economic Statistics | Skills | Detail Oriented | QA | English | Communication skills | Quality Control | MS | Accounting | Communication | Analysis | Computer Science | Data Analysis | Economics | Information Technology (IT),https://wuzzuf.net/jobs/p/SmiRP57Qnyx1-Data-Analyst---Quality-Assurance-Department-IdealRatings-Cairo-Egypt?o=36&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/IdealRatings-Egypt-4076
Data Engineers / Senior (Multinational Company),Hala Consulting ,"New Cairo, Cairo, Egypt ",Posted 2 months ago,More than 3 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, A very attractive salary along with other attractive benefits",IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,back-end | Computer Science | Data | Software Development | Software Engineering | Architecture | AWS | Information Technology (IT) | Security | Software,https://wuzzuf.net/jobs/p/bImU6Lr0L1ch-Data-Engineers-Senior-Multinational-Company-Hala-Consulting-Cairo-Egypt?o=37&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Hala-Consulting-Egypt-21804
Senior Sales Account Manager (IT Infrastructure),Confidential Company,"Nasr City, Cairo, Egypt ",Posted 21 days ago,4 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Sales/Retail | Engineering - Telecom/Technology,Data Centers | Servers | IT Sales | Sales Skills | IT Infrastructure Sales | Sales Target | Computer Science | Computer Engineering | Information Technology (IT) | Sales Account Management | English | IT | Sales | Customer Service | IBM | DELL | EMC | Security | Network Security | Light Current | Light Current Systems | EMC Storage | SAN Storage | Storage Area Network | Vmware | Backup Solutions | High Availability (HA),https://wuzzuf.net/jobs/p/SakjtV9mlKP7-Senior-Sales-Account-Manager-IT-Infrastructure-Cairo-Egypt?o=38&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Project Manager - Data Networks (ICT),SABA,"Heliopolis, Cairo, Egypt ",Posted 28 days ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Project/Program Management | Engineering - Telecom/Technology,Project Management | Software Engineering | Data Networks | Networks | PMP | Microsoft Visio | Smartdraw | AutoCAD | ICT | Engineering,https://wuzzuf.net/jobs/p/yIX55BzTN13K-Project-Manager---Data-Networks-ICT-SABA-Cairo-Egypt?o=39&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/SABA-Egypt-32300
Data Center Network Engineer,Confidential Company,"6th of October, Giza, Egypt ",Posted 2 months ago,3 to 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Computer Science | Software | Software Development | Software Engineering | Operations | TCP | IP | Networking | IT | Engineering | Database | Datacenter | Computer Engineering,https://wuzzuf.net/jobs/p/fD8sx3t6uEzs-Data-Center-Network-Engineer-Giza-Egypt?o=40&l=sp&t=sj&a=data science|search-v3|hpb|spbg,Confidential Company
Business System Analyst,The Food Lab,"Maadi, Cairo, Egypt ",Posted 22 days ago,1 to 3 years,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,Confidential,Analyst/Research,Analysis | Computer Science | Data Analysis | Data Analyst | Information Technology (IT) | Analyst | Data,https://wuzzuf.net/jobs/p/1dM41TI8bc8w-Business-System-Analyst-The-Food-Lab-Cairo-Egypt?o=41&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/The-Food-Lab-Egypt-70093
Senior Python Developer,Stackzy,"6th of October, Giza, Egypt ",Posted 24 days ago,2 to 4 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Python | Databases | Software Development | Data Processing | airflow | Cloud | Computer Science | Engineering | Information Technology (IT) | MongoDB | MySQL | Software | Software Engineering | Testing | Unit Testing,https://wuzzuf.net/jobs/p/k7LetgYe0WZg-Senior-Python-Developer-Stackzy-Giza-Egypt?o=42&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Tech-SquAd-Egypt-59076
Data Center Engineer,IDEMIA EGYPT,"Sheraton, Cairo, Egypt ",Posted 1 month ago,2 to 5 years,Experienced (Non-Manager),Bachelor's Degree,"Confidential, Social Insurance
Medical Insurance included (Wife & Children)
Life Insurance
Pre paid voice & Data Lines",Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Data center | Information Technology (IT) | Computer Engineering,https://wuzzuf.net/jobs/p/8FX4kOLvhJIQ-Data-Center-Engineer-IDEMIA-EGYPT-Cairo-Egypt?o=43&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/safran-Group-Egypt-10469
Business Intelligence (BI) specialist,Johnson Controls,"Nasr City, Cairo, Egypt ",Posted 25 days ago,3 to 6 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,IT/Software Development | Analyst/Research | Engineering - Telecom/Technology,BI | Business Intelligence | Computer Science | Data Warehouse | ETL | Information Technology (IT) | Microsoft Power BI | SQL | SSIS | SSRS | Power BI | Oracle | Computer Engineering,https://wuzzuf.net/jobs/p/l9VKk9akWvNX-Business-Intelligence-BI-specialist-Johnson-Controls-Cairo-Egypt?o=44&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Johnson-Controls-Saudi-Arabia-45733
Senior Business Intelligence -Cairo,Alkan CIT,"Mokattam, Cairo, Egypt ",Posted 25 days ago,More than 5 years,Experienced (Non-Manager),Bachelor's Degree,Confidential,Business Development | IT/Software Development | Analyst/Research,Data | Business Intelligence | Computer Science | Financial | Information Technology (IT),https://wuzzuf.net/jobs/p/q8QHbFoVS0sI-Senior-Business-Intelligence--Cairo-Alkan-CIT-Cairo-Egypt?o=45&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Alkan-CIT-Egypt-3148
Full Stack Developer Angular & Java ( R&D ),Cegedim,"New Cairo, Cairo, Egypt ",Posted 24 days ago,More than 2 years,Experienced (Non-Manager),Not Specified,"Confidential, Bonus, Social insurance, Medical insurance",IT/Software Development | Engineering - Telecom/Technology,Information Technology (IT) | Angular | Java | Computer Science | Computer Engineering | Software Engineering | System Design | Data Structure | AngularJS | TDD | Node.js | English | French | Angular 8+ | Full Stack,https://wuzzuf.net/jobs/p/IR3ze1CYJEqL-Full-Stack-Developer-Angular-Java-RD-Cegedim-Cairo-Egypt?o=46&l=sp&t=sj&a=data science|search-v3|hpb|spbg,https://wuzzuf.net/jobs/careers/Cegedim-Egypt-35756
